Unnamed: 0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR,Job_Level
4674,EMP0004675,Jessica Castillo,IT,Software Engineer,2025-05-20T00:00:00.000Z,"West Edwin, Honduras",2.0,0.0,Active,Remote,644894.0,Specialist
4675,EMP0004676,Brandi Braun,Sales,Business Development Manager,2020-01-15T00:00:00.000Z,"Selenaville, Cambodia",2.0,5.0,Active,Remote,858047.0,Analyst
4676,EMP0004677,Melissa Nelson,Finance,CFO,2023-12-05T00:00:00.000Z,"New Rebeccaside, Honduras",5.0,1.0,Resigned,On-site,771308.0,Executive
4677,EMP0004678,Cynthia Moore,Sales,Sales Executive,2019-03-11T00:00:00.000Z,"East Kaylaville, Honduras",4.0,6.0,Resigned,On-site,536699.0,Analyst
4678,EMP0004679,Heather Heath,Sales,Account Manager,2020-03-18T00:00:00.000Z,"Riverachester, United States Virgin Islands",1.0,5.0,Active,On-site,741606.0,Analyst
4679,EMP0004680,Amber Valdez,Operations,Logistics Coordinator,2024-09-18T00:00:00.000Z,"New Jeffrey, Kyrgyz Republic",4.0,0.0,Active,On-site,468154.0,Specialist
4680,EMP0004681,Brianna Campbell,IT,CTO,2018-05-22T00:00:00.000Z,"Gutierrezbury, Norway",1.0,7.0,Active,On-site,1082272.0,Executive
4681,EMP0004682,Jason Martin,Sales,Sales Executive,2017-07-16T00:00:00.000Z,"Ryanshire, South Africa",1.0,8.0,Active,On-site,584736.0,Analyst
4682,EMP0004683,Michael Howell,Sales,Business Development Manager,2020-01-18T00:00:00.000Z,"East Amandafort, Sao Tome and Principe",4.0,5.0,Resigned,Remote,1343778.0,Analyst
4683,EMP0004684,Maria Duran,Operations,Operations Executive,2024-03-25T00:00:00.000Z,"Tamaraborough, Montenegro",4.0,1.0,Active,On-site,1179964.0,Specialist
4684,EMP0004685,Caitlin Weaver,Finance,Accountant,2016-09-27T00:00:00.000Z,"Carlyside, Turks and Caicos Islands",5.0,8.0,Retired,Remote,454189.0,Analyst
4685,EMP0004686,David Jones,Operations,Operations Executive,2017-04-28T00:00:00.000Z,"Danielstad, Andorra",3.0,8.0,Active,On-site,411559.0,Analyst
4686,EMP0004687,Tracey Thomas,R&D,Product Developer,2022-03-14T00:00:00.000Z,"Espinozaside, Antarctica (the territory South of 60 deg S)",5.0,3.0,Active,On-site,679771.0,Specialist
4687,EMP0004688,Carol Mills,Operations,Logistics Coordinator,2013-11-02T00:00:00.000Z,"West Kristytown, Kenya",2.0,11.0,Active,On-site,733926.0,Manager
4688,EMP0004689,Jonathan Stewart,Operations,Logistics Coordinator,2023-07-23T00:00:00.000Z,"Derekview, Barbados",1.0,2.0,Active,On-site,781779.0,Specialist
4689,EMP0004690,Amy Fox,Sales,Account Manager,2018-10-28T00:00:00.000Z,"Garciaside, Bangladesh",2.0,6.0,Active,On-site,1150805.0,Analyst
4690,EMP0004691,Henry White,IT,Data Analyst,2018-03-03T00:00:00.000Z,"East Courtney, Hungary",1.0,7.0,Active,On-site,896777.0,Analyst
4691,EMP0004692,Elaine Woods,Operations,Supply Chain Manager,2025-01-20T00:00:00.000Z,"Parksberg, Ecuador",2.0,0.0,Active,On-site,545260.0,Specialist
4692,EMP0004693,Ashley Jones,Finance,Financial Analyst,2024-07-27T00:00:00.000Z,"West Christina, Portugal",2.0,1.0,Retired,Remote,948207.0,Specialist
4693,EMP0004694,Judy Caldwell,HR,HR Executive,2018-10-06T00:00:00.000Z,"Martinezstad, Nicaragua",2.0,6.0,Resigned,Remote,707105.0,Analyst
4694,EMP0004695,Gregory Gonzalez,Operations,Supply Chain Manager,2016-01-01T00:00:00.000Z,"Normanville, Austria",4.0,9.0,Resigned,On-site,406913.0,Manager
4695,EMP0004696,Lisa Little,IT,Software Engineer,2017-07-21T00:00:00.000Z,"Port Amyside, Estonia",2.0,8.0,Active,Remote,1643285.0,Analyst
4696,EMP0004697,Paula Watson,IT,CTO,2022-05-29T00:00:00.000Z,"Lake Beverly, Benin",1.0,3.0,Active,On-site,1147217.0,Executive
4697,EMP0004698,Leonard Kemp,Finance,Accountant,2016-08-21T00:00:00.000Z,"South Roberto, Korea",1.0,8.0,Active,On-site,567917.0,Analyst
4698,EMP0004699,Steven Ray,IT,Data Analyst,2018-08-30T00:00:00.000Z,"Cooleyshire, Djibouti",2.0,6.0,Resigned,Remote,573166.0,Analyst
4699,EMP0004700,Brandon Ortiz,IT,DevOps Engineer,2019-12-13T00:00:00.000Z,"Port Paul, Mexico",2.0,5.0,Resigned,Remote,883363.0,Analyst
4700,EMP0004701,Jay Stewart,Operations,Logistics Coordinator,2021-03-27T00:00:00.000Z,"East Anthonymouth, South Africa",4.0,4.0,Active,On-site,696911.0,Analyst
4701,EMP0004702,Dr. Megan Wu,Marketing,Marketing Executive,2015-12-10T00:00:00.000Z,"Dalefort, Tunisia",4.0,9.0,Active,Remote,966130.0,Manager
4702,EMP0004703,Emma Nguyen,IT,DevOps Engineer,2011-06-05T00:00:00.000Z,"Bobbyfort, Western Sahara",3.0,14.0,Active,On-site,611042.0,Principal
4703,EMP0004704,Angela Lloyd,Operations,Operations Director,2022-01-31T00:00:00.000Z,"Kingside, Guatemala",1.0,3.0,Retired,On-site,858651.0,Executive
4704,EMP0004705,Anthony Espinoza,Finance,Finance Manager,2020-03-05T00:00:00.000Z,"New Kevin, Antigua and Barbuda",4.0,5.0,Resigned,On-site,1123301.0,Analyst
4705,EMP0004706,Michael Thomas,IT,Software Engineer,2024-11-26T00:00:00.000Z,"Robertton, American Samoa",1.0,0.0,Retired,On-site,1725704.0,Specialist
4706,EMP0004707,Peter Wall,IT,Software Engineer,2025-07-25T00:00:00.000Z,"West Joshua, Palau",1.0,0.0,Resigned,On-site,1208560.0,Specialist
4707,EMP0004708,Bradley Atkins,Finance,Financial Analyst,2021-07-27T00:00:00.000Z,"West Linda, El Salvador",2.0,4.0,Retired,Remote,1142987.0,Analyst
4708,EMP0004709,Stephanie Ramos,Marketing,Marketing Executive,2017-07-07T00:00:00.000Z,"Connieton, Reunion",3.0,8.0,Active,On-site,1179055.0,Analyst
4709,EMP0004710,Kristen Gomez,Finance,Accountant,2016-10-01T00:00:00.000Z,"Rebeccaburgh, Andorra",5.0,8.0,Active,On-site,830879.0,Analyst
4710,EMP0004711,Mary Carpenter,Operations,Operations Executive,2018-08-09T00:00:00.000Z,"Kathleenbury, Nauru",3.0,7.0,Resigned,On-site,407278.0,Analyst
4711,EMP0004712,Robin Lewis,Marketing,Marketing Executive,2016-10-07T00:00:00.000Z,"Lake Christine, Libyan Arab Jamahiriya",1.0,8.0,Active,Remote,655483.0,Analyst
4712,EMP0004713,Tiffany Dominguez,IT,Software Engineer,2020-06-22T00:00:00.000Z,"Farleyville, Mayotte",2.0,5.0,Active,On-site,1124035.0,Analyst
4713,EMP0004714,Eileen Hernandez,IT,Software Engineer,2023-08-03T00:00:00.000Z,"Lake Wandahaven, Oman",3.0,2.0,Active,Remote,614827.0,Specialist
4714,EMP0004715,Corey Baker,Sales,Account Manager,2014-09-13T00:00:00.000Z,"Ritterbury, Mauritania",5.0,10.0,Active,Remote,838605.0,Manager
4715,EMP0004716,Sarah Good,Finance,Finance Manager,2019-07-07T00:00:00.000Z,"East Tina, Korea",2.0,6.0,Active,On-site,1038890.0,Analyst
4716,EMP0004717,James Chase,IT,Software Engineer,2017-04-30T00:00:00.000Z,"Timothyhaven, Bahrain",3.0,8.0,Retired,On-site,1270068.0,Analyst
4717,EMP0004718,James Jones,Sales,Sales Executive,2016-09-30T00:00:00.000Z,"Johnfurt, Saint Pierre and Miquelon",3.0,8.0,Active,Remote,559094.0,Analyst
4718,EMP0004719,Richard Parker,Sales,Account Manager,2016-08-15T00:00:00.000Z,"Peterburgh, Colombia",3.0,9.0,Terminated,On-site,665559.0,Manager
4719,EMP0004720,Stephanie Spencer,IT,IT Manager,2022-12-31T00:00:00.000Z,"Aguilarfort, India",4.0,2.0,Active,Remote,1298819.0,Specialist
4720,EMP0004721,Daniel Newton,Operations,Operations Executive,2024-12-31T00:00:00.000Z,"Port Alyssa, New Zealand",4.0,0.0,Retired,Remote,887409.0,Specialist
4721,EMP0004722,Craig Harper,IT,IT Manager,2016-05-18T00:00:00.000Z,"Tamihaven, Morocco",2.0,9.0,Active,Remote,2280030.0,Manager
4722,EMP0004723,Ashley Chung,Marketing,Marketing Executive,2011-09-22T00:00:00.000Z,"South Morganberg, Monaco",1.0,13.0,Active,Remote,734093.0,Principal
4723,EMP0004724,Jennifer Velasquez,Marketing,Content Strategist,2015-09-15T00:00:00.000Z,"Davisshire, United States of America",4.0,9.0,Active,Remote,945799.0,Manager
4724,EMP0004725,Brian Ruiz,Sales,Sales Executive,2016-04-08T00:00:00.000Z,"East Samanthahaven, Senegal",3.0,9.0,Active,On-site,588324.0,Manager
4725,EMP0004726,Holly Garcia,Marketing,SEO Specialist,2017-01-28T00:00:00.000Z,"Sheppardville, Antarctica (the territory South of 60 deg S)",4.0,8.0,Resigned,Remote,951439.0,Analyst
4726,EMP0004727,Roberto Murray,Marketing,SEO Specialist,2016-11-14T00:00:00.000Z,"Martinfurt, Djibouti",4.0,8.0,Active,On-site,602666.0,Analyst
4727,EMP0004728,Jill Smith,IT,Software Engineer,2017-08-31T00:00:00.000Z,"Kristaville, Belgium",2.0,7.0,Active,On-site,839509.0,Analyst
4728,EMP0004729,Theresa Case,Sales,Business Development Manager,2022-03-27T00:00:00.000Z,"Davidview, Andorra",4.0,3.0,Active,Remote,733017.0,Specialist
4729,EMP0004730,Mr. Chris Santiago Jr.,Operations,Supply Chain Manager,2021-10-15T00:00:00.000Z,"South Dawnhaven, Ethiopia",4.0,3.0,Active,Remote,1015103.0,Specialist
4730,EMP0004731,Jeremy Cain,Marketing,Content Strategist,2013-08-31T00:00:00.000Z,"Port Amy, Cyprus",3.0,11.0,Active,On-site,562382.0,Manager
4731,EMP0004732,Pamela Molina,IT,Software Engineer,2016-10-18T00:00:00.000Z,"Erictown, Bulgaria",4.0,8.0,Active,Remote,1223557.0,Analyst
4732,EMP0004733,Wendy Bernard,Operations,Logistics Coordinator,2018-04-19T00:00:00.000Z,"New Lesliestad, Lao People's Democratic Republic",4.0,7.0,Active,Remote,465227.0,Analyst
4733,EMP0004734,Amy Miller,IT,Data Analyst,2021-05-01T00:00:00.000Z,"Ginaport, Pitcairn Islands",2.0,4.0,Active,Remote,474468.0,Analyst
4734,EMP0004735,Catherine Carr,Marketing,Marketing Executive,2025-04-10T00:00:00.000Z,"Matatown, Aruba",4.0,0.0,Resigned,Remote,1127582.0,Specialist
4735,EMP0004736,Brandon Malone,Operations,Logistics Coordinator,2017-10-25T00:00:00.000Z,"Nicoleberg, Svalbard & Jan Mayen Islands",3.0,7.0,Resigned,On-site,835279.0,Analyst
4736,EMP0004737,Curtis Snyder,IT,Software Engineer,2017-11-05T00:00:00.000Z,"Dennismouth, Singapore",1.0,7.0,Resigned,On-site,1261868.0,Analyst
4737,EMP0004738,Jaime Bartlett,Operations,Operations Executive,2011-05-10T00:00:00.000Z,"West Samantha, Saint Barthelemy",1.0,14.0,Resigned,On-site,1096652.0,Principal
4738,EMP0004739,Mary Moore,Marketing,Marketing Executive,2021-10-18T00:00:00.000Z,"Guzmantown, Niue",1.0,3.0,Active,On-site,1137175.0,Specialist
4739,EMP0004740,Erica Watson,Operations,Operations Executive,2018-04-17T00:00:00.000Z,"Paulfurt, Mauritania",1.0,7.0,Retired,On-site,507305.0,Analyst
4740,EMP0004741,Michael Glass,R&D,Research Scientist,2025-03-20T00:00:00.000Z,"Matthewfurt, Argentina",4.0,0.0,Terminated,On-site,1161220.0,Specialist
4741,EMP0004742,Christopher Mcdonald,Sales,Account Manager,2016-03-17T00:00:00.000Z,"West Meghanberg, Yemen",1.0,9.0,Terminated,Remote,1177369.0,Manager
4742,EMP0004743,Luis Bauer,Marketing,Brand Manager,2018-06-05T00:00:00.000Z,"Tylerton, Bangladesh",2.0,7.0,Active,Remote,874482.0,Analyst
4743,EMP0004744,Jay Knight,Marketing,SEO Specialist,2016-05-08T00:00:00.000Z,"South Patty, Japan",2.0,9.0,Active,On-site,968781.0,Manager
4744,EMP0004745,Sherry Rivera,Finance,Accountant,2019-01-06T00:00:00.000Z,"Williamsborough, Azerbaijan",2.0,6.0,Active,On-site,756349.0,Analyst
4745,EMP0004746,Tasha Robinson,HR,HR Manager,2018-04-23T00:00:00.000Z,"Lake Henryport, Tonga",2.0,7.0,Active,On-site,799384.0,Analyst
4746,EMP0004747,Shannon Ford,HR,HR Executive,2024-09-19T00:00:00.000Z,"Nathanbury, Nicaragua",3.0,0.0,Resigned,Remote,442057.0,Specialist
4747,EMP0004748,Laura Mendoza,IT,Data Analyst,2014-02-26T00:00:00.000Z,"South Alexis, Sierra Leone",4.0,11.0,Resigned,On-site,1122134.0,Manager
4748,EMP0004749,Jack Lawson,Sales,Sales Executive,2019-07-18T00:00:00.000Z,"South Johnmouth, French Southern Territories",3.0,6.0,Active,On-site,457069.0,Analyst
4749,EMP0004750,Gregory Graham,IT,DevOps Engineer,2011-04-16T00:00:00.000Z,"Shellyshire, Antarctica (the territory South of 60 deg S)",2.0,14.0,Active,On-site,551103.0,Principal
4750,EMP0004751,Lori Barnes,Operations,Operations Executive,2015-12-26T00:00:00.000Z,"Emilymouth, Comoros",4.0,9.0,Active,On-site,502636.0,Manager
4751,EMP0004752,Mark Anderson,Sales,Account Manager,2016-10-05T00:00:00.000Z,"South Michaeltown, Central African Republic",4.0,8.0,Resigned,Remote,657687.0,Analyst
4752,EMP0004753,Kathy King,IT,DevOps Engineer,2022-12-03T00:00:00.000Z,"Port Anne, Guadeloupe",4.0,2.0,Active,Remote,501710.0,Specialist
4753,EMP0004754,Kenneth Morton,IT,DevOps Engineer,2018-09-29T00:00:00.000Z,"Samuelshire, Tonga",4.0,6.0,Active,On-site,899082.0,Analyst
4754,EMP0004755,Randy Small,IT,DevOps Engineer,2023-01-26T00:00:00.000Z,"North Jaime, Zambia",2.0,2.0,Resigned,Remote,982657.0,Specialist
4755,EMP0004756,Melissa Glenn,Marketing,SEO Specialist,2020-12-07T00:00:00.000Z,"North Kimberlyfort, Gabon",3.0,4.0,Active,On-site,482166.0,Analyst
4756,EMP0004757,Gwendolyn Young,HR,HR Executive,2025-07-04T00:00:00.000Z,"Port Kevin, Dominican Republic",2.0,0.0,Resigned,On-site,358219.0,Specialist
4757,EMP0004758,Tara Gonzalez,Finance,Finance Manager,2020-03-24T00:00:00.000Z,"Woodfort, Colombia",1.0,5.0,Terminated,Remote,1662719.0,Analyst
4758,EMP0004759,Tamara Long,Operations,Supply Chain Manager,2016-03-18T00:00:00.000Z,"East Zoe, Bouvet Island (Bouvetoya)",2.0,9.0,Retired,On-site,798614.0,Manager
4759,EMP0004760,Matthew Escobar,Sales,Account Manager,2022-10-31T00:00:00.000Z,"Karaville, Kenya",4.0,2.0,Active,On-site,882190.0,Specialist
4760,EMP0004761,Kelly Wiley,Operations,Operations Executive,2019-05-18T00:00:00.000Z,"North Jessica, Micronesia",4.0,6.0,Active,Remote,943741.0,Analyst
4761,EMP0004762,John Gill,Finance,CFO,2016-05-16T00:00:00.000Z,"East Brendafurt, Philippines",1.0,9.0,Active,On-site,406148.0,Executive
4762,EMP0004763,Natalie Reyes MD,IT,Data Analyst,2025-06-28T00:00:00.000Z,"Changbury, Jamaica",4.0,0.0,Active,On-site,467601.0,Specialist
4763,EMP0004764,Shawn Schwartz,Sales,Account Manager,2023-05-29T00:00:00.000Z,"Angelamouth, Kazakhstan",1.0,2.0,Resigned,Remote,535267.0,Specialist
4764,EMP0004765,Andrea Stone,IT,Software Engineer,2022-06-01T00:00:00.000Z,"Ricemouth, Tajikistan",4.0,3.0,Resigned,On-site,1428086.0,Specialist
4765,EMP0004766,James Lopez,Operations,Operations Executive,2018-08-09T00:00:00.000Z,"Carlosshire, Seychelles",3.0,7.0,Active,On-site,846220.0,Analyst
4766,EMP0004767,Hannah Berg,IT,DevOps Engineer,2020-06-06T00:00:00.000Z,"Michaelmouth, Netherlands",4.0,5.0,Active,Remote,1040982.0,Analyst
4767,EMP0004768,Jasmine Farmer,Marketing,Marketing Executive,2023-07-09T00:00:00.000Z,"Port Deniseburgh, Latvia",1.0,2.0,Retired,On-site,1103669.0,Specialist
4768,EMP0004769,Amy Patrick,Finance,Accountant,2013-06-30T00:00:00.000Z,"North Kenneth, Guatemala",4.0,12.0,Active,On-site,813591.0,Principal
4769,EMP0004770,Carolyn Buchanan,IT,IT Manager,2024-01-17T00:00:00.000Z,"Barajasmouth, Guernsey",3.0,1.0,Resigned,Remote,2695664.0,Specialist
4770,EMP0004771,Kenneth Olson,Finance,Accountant,2022-06-22T00:00:00.000Z,"Taylorborough, Lebanon",1.0,3.0,Active,Remote,502170.0,Specialist
4771,EMP0004772,Mark Davis,Sales,Sales Director,2024-05-02T00:00:00.000Z,"East Stephanieberg, Argentina",2.0,1.0,Terminated,Remote,597344.0,Executive
4772,EMP0004773,Alexa Christensen,Operations,Operations Executive,2018-01-26T00:00:00.000Z,"Ryantown, Bouvet Island (Bouvetoya)",5.0,7.0,Active,Remote,1002899.0,Analyst
4773,EMP0004774,Brian Le,IT,Data Analyst,2023-09-15T00:00:00.000Z,"New Joport, Nigeria",3.0,1.0,Active,Remote,1115052.0,Specialist
4774,EMP0004775,Annette Moore,Finance,Finance Manager,2018-11-01T00:00:00.000Z,"South Nicole, Suriname",1.0,6.0,Terminated,On-site,1002918.0,Analyst
4775,EMP0004776,Michael Krueger,HR,HR Executive,2018-07-02T00:00:00.000Z,"Port Karen, Puerto Rico",4.0,7.0,Resigned,Remote,651176.0,Analyst
4776,EMP0004777,Luke Kennedy,Finance,Accountant,2017-08-14T00:00:00.000Z,"Lake Alexander, Samoa",5.0,8.0,Retired,Remote,622914.0,Analyst
4777,EMP0004778,Jennifer Rogers,Operations,Operations Executive,2018-11-13T00:00:00.000Z,"Thompsonborough, Honduras",3.0,6.0,Active,On-site,980605.0,Analyst
4778,EMP0004779,Leroy Williams,HR,HR Manager,2019-12-26T00:00:00.000Z,"West Richard, Tokelau",2.0,5.0,Active,Remote,799544.0,Analyst
4779,EMP0004780,Christina Ortega,R&D,Research Scientist,2022-07-08T00:00:00.000Z,"East Chloe, Cyprus",3.0,3.0,Resigned,On-site,508653.0,Specialist
4780,EMP0004781,Angela Hernandez,Sales,Sales Executive,2020-10-10T00:00:00.000Z,"Robertmouth, Congo",2.0,4.0,Active,On-site,416317.0,Analyst
4781,EMP0004782,Mary Chandler,IT,Software Engineer,2016-01-04T00:00:00.000Z,"Lake Aaron, Malawi",5.0,9.0,Active,On-site,1102949.0,Manager
4782,EMP0004783,Christian Montgomery,R&D,Research Scientist,2025-04-17T00:00:00.000Z,"South Leah, Hungary",1.0,0.0,Retired,On-site,757757.0,Specialist
4783,EMP0004784,Jacob Smith,Sales,Sales Executive,2018-02-08T00:00:00.000Z,"Rachaeltown, Albania",5.0,7.0,Resigned,On-site,786481.0,Analyst
4784,EMP0004785,Teresa Baxter,Finance,Finance Manager,2012-12-07T00:00:00.000Z,"South Seanburgh, India",2.0,12.0,Resigned,Remote,1209826.0,Principal
4785,EMP0004786,Kevin Perez,HR,Talent Acquisition Specialist,2025-04-11T00:00:00.000Z,"North Devin, Armenia",2.0,0.0,Active,Remote,997221.0,Specialist
4786,EMP0004787,Elizabeth Bowen,IT,Software Engineer,2019-04-09T00:00:00.000Z,"Lisashire, Kazakhstan",2.0,6.0,Active,On-site,1091728.0,Analyst
4787,EMP0004788,Annette Whitney,Operations,Supply Chain Manager,2023-05-14T00:00:00.000Z,"Ryanside, British Indian Ocean Territory (Chagos Archipelago)",5.0,2.0,Resigned,Remote,694328.0,Specialist
4788,EMP0004789,Steven Sanchez,IT,Software Engineer,2021-04-22T00:00:00.000Z,"Walkerbury, Australia",3.0,4.0,Retired,On-site,1396419.0,Analyst
4789,EMP0004790,Alicia Ball,IT,Software Engineer,2020-04-01T00:00:00.000Z,"West Shaneburgh, Australia",5.0,5.0,Active,Remote,1752888.0,Analyst
4790,EMP0004791,Anna Smith,Operations,Supply Chain Manager,2023-12-03T00:00:00.000Z,"East Jessica, Tuvalu",3.0,1.0,Active,On-site,525387.0,Specialist
4791,EMP0004792,Colleen Estes,Operations,Operations Director,2023-12-23T00:00:00.000Z,"Deniseland, Lebanon",1.0,1.0,Active,Remote,966563.0,Executive
4792,EMP0004793,Jason Lee,Marketing,Marketing Executive,2014-10-03T00:00:00.000Z,"West Jaime, Guinea-Bissau",1.0,10.0,Active,Remote,921602.0,Manager
4793,EMP0004794,Jeremy Mitchell,IT,IT Manager,2024-10-24T00:00:00.000Z,"Port Elizabethland, Qatar",2.0,0.0,Active,On-site,1895908.0,Specialist
4794,EMP0004795,Adam Hayes,Sales,Sales Executive,2016-05-18T00:00:00.000Z,"Bairdton, Eritrea",3.0,9.0,Active,Remote,545663.0,Manager
4795,EMP0004796,Alexander Adams,Operations,Logistics Coordinator,2020-05-31T00:00:00.000Z,"West Bonnie, Bouvet Island (Bouvetoya)",1.0,5.0,Active,On-site,562118.0,Analyst
4796,EMP0004797,Heather Nunez,Operations,Logistics Coordinator,2021-01-16T00:00:00.000Z,"Lake Shawn, San Marino",1.0,4.0,Active,On-site,550153.0,Analyst
4797,EMP0004798,Natasha Garcia,Operations,Logistics Coordinator,2017-11-04T00:00:00.000Z,"West Christinaside, Saint Vincent and the Grenadines",4.0,7.0,Active,Remote,546689.0,Analyst
4798,EMP0004799,Tristan Smith Jr.,Sales,Sales Executive,2013-01-25T00:00:00.000Z,"East Tristanstad, Western Sahara",5.0,12.0,Active,Remote,657910.0,Principal
4799,EMP0004800,Veronica Cunningham,IT,Software Engineer,2016-09-29T00:00:00.000Z,"East Jeffrey, Vanuatu",3.0,8.0,Active,Remote,1793942.0,Analyst
4800,EMP0004801,Megan Williams,IT,IT Manager,2023-12-08T00:00:00.000Z,"Powersland, Latvia",4.0,1.0,Active,Remote,1759371.0,Specialist
4801,EMP0004802,Terry Gray,Finance,Accountant,2020-01-04T00:00:00.000Z,"Lake Rileyburgh, Saint Pierre and Miquelon",2.0,5.0,Retired,On-site,603456.0,Analyst
4802,EMP0004803,Heather Clark,Finance,Financial Analyst,2023-12-01T00:00:00.000Z,"Nicholasmouth, United Kingdom",1.0,1.0,Active,On-site,629371.0,Specialist
4803,EMP0004804,Jodi Taylor,IT,Software Engineer,2020-05-23T00:00:00.000Z,"Thomasmouth, Macao",5.0,5.0,Active,Remote,746275.0,Analyst
4804,EMP0004805,Eric Chapman,R&D,Lab Technician,2017-09-26T00:00:00.000Z,"Hicksport, Equatorial Guinea",3.0,7.0,Active,Remote,988258.0,Analyst
4805,EMP0004806,Sandy Campbell,Sales,Sales Director,2016-09-17T00:00:00.000Z,"Lake Rebecca, American Samoa",4.0,8.0,Retired,On-site,612307.0,Executive
4806,EMP0004807,Christine Garrett,Operations,Operations Executive,2025-06-21T00:00:00.000Z,"Michaelton, Yemen",4.0,0.0,Active,Remote,604085.0,Specialist
4807,EMP0004808,Nicole Gregory,HR,HR Executive,2023-01-24T00:00:00.000Z,"Garciachester, Moldova",2.0,2.0,Resigned,Remote,352594.0,Specialist
4808,EMP0004809,Joel Cruz,Marketing,Marketing Executive,2011-10-10T00:00:00.000Z,"Destinyhaven, Serbia",2.0,13.0,Active,Remote,726895.0,Principal
4809,EMP0004810,Ashley Gallegos,Operations,Supply Chain Manager,2014-12-12T00:00:00.000Z,"North Ginamouth, Peru",1.0,10.0,Active,Remote,767473.0,Manager
4810,EMP0004811,Zachary Brewer,Sales,Account Manager,2023-06-13T00:00:00.000Z,"North Markshire, Canada",5.0,2.0,Active,Remote,892955.0,Specialist
4811,EMP0004812,Wendy Parker,IT,Software Engineer,2016-06-16T00:00:00.000Z,"East Brian, Czech Republic",2.0,9.0,Active,On-site,1094755.0,Manager
4812,EMP0004813,Melissa Jones,IT,Data Analyst,2022-04-25T00:00:00.000Z,"Davidtown, Singapore",1.0,3.0,Active,Remote,1106659.0,Specialist
4813,EMP0004814,Charles Wolf,Marketing,Marketing Executive,2016-04-14T00:00:00.000Z,"Ramosland, Romania",3.0,9.0,Active,On-site,1144727.0,Manager
4814,EMP0004815,Robert Scott,IT,Data Analyst,2018-09-23T00:00:00.000Z,"Sotoshire, Cuba",5.0,6.0,Terminated,Remote,615653.0,Analyst
4815,EMP0004816,Christian Duarte,IT,CTO,2025-03-11T00:00:00.000Z,"West Richardview, Niue",3.0,0.0,Active,On-site,528113.0,Executive
4816,EMP0004817,Anthony Lane,IT,Software Engineer,2021-08-05T00:00:00.000Z,"East Jeffreystad, Hungary",1.0,4.0,Active,Remote,1712773.0,Analyst
4817,EMP0004818,Timothy Cruz MD,R&D,Lab Technician,2021-09-26T00:00:00.000Z,"Cookeborough, Iceland",1.0,3.0,Active,Remote,1057850.0,Specialist
4818,EMP0004819,Walter Gomez,IT,Software Engineer,2021-01-16T00:00:00.000Z,"Turnerberg, Niue",1.0,4.0,Active,Remote,1067182.0,Analyst
4819,EMP0004820,Robert Hernandez,Marketing,Marketing Executive,2022-07-15T00:00:00.000Z,"Thompsonfort, Greece",1.0,3.0,Resigned,On-site,1039601.0,Specialist
4820,EMP0004821,Donald Browning,Sales,Account Manager,2013-06-19T00:00:00.000Z,"New Brendanshire, Micronesia",5.0,12.0,Active,On-site,587021.0,Principal
4821,EMP0004822,Walter Smith,Finance,Financial Analyst,2025-03-19T00:00:00.000Z,"Maryburgh, Reunion",2.0,0.0,Active,On-site,805656.0,Specialist
4822,EMP0004823,Kyle Schmidt DDS,Marketing,Marketing Executive,2019-09-12T00:00:00.000Z,"Lake Ryan, Anguilla",4.0,5.0,Active,Remote,474225.0,Analyst
4823,EMP0004824,Andrew Gonzales,Finance,Finance Manager,2017-10-05T00:00:00.000Z,"South Emilybury, Venezuela",4.0,7.0,Active,Remote,1933217.0,Analyst
4824,EMP0004825,Timothy Johnson,IT,Software Engineer,2010-11-25T00:00:00.000Z,"Hallside, Papua New Guinea",1.0,14.0,Terminated,Remote,1527051.0,Principal
4825,EMP0004826,Todd Archer II,Operations,Operations Executive,2016-06-29T00:00:00.000Z,"New Matthew, Niue",1.0,9.0,Active,Remote,1174963.0,Manager
4826,EMP0004827,James Smith,Operations,Logistics Coordinator,2010-08-18T00:00:00.000Z,"Camposview, Netherlands Antilles",2.0,15.0,Active,On-site,584534.0,Principal
4827,EMP0004828,Seth Harris,Operations,Logistics Coordinator,2020-07-18T00:00:00.000Z,"Port Bryan, Taiwan",5.0,5.0,Active,On-site,713563.0,Analyst
4828,EMP0004829,Stacy Christian,IT,IT Manager,2013-07-16T00:00:00.000Z,"Evantown, Cameroon",5.0,12.0,Active,Remote,2866161.0,Principal
4829,EMP0004830,Lucas Moore,Marketing,Marketing Executive,2021-03-22T00:00:00.000Z,"New Virginia, Hungary",2.0,4.0,Resigned,On-site,908520.0,Analyst
4830,EMP0004831,Brandon Scott,IT,IT Manager,2023-05-01T00:00:00.000Z,"East Richardburgh, Serbia",2.0,2.0,Active,On-site,1648867.0,Specialist
4831,EMP0004832,Ashley Herrera,Marketing,Marketing Executive,2021-10-24T00:00:00.000Z,"Darlenefort, Dominica",3.0,3.0,Resigned,On-site,837375.0,Specialist
4832,EMP0004833,Anthony Morgan,HR,HR Executive,2019-11-11T00:00:00.000Z,"Laurenberg, Macao",5.0,5.0,Active,On-site,703399.0,Analyst
4833,EMP0004834,James Todd,Operations,Operations Executive,2018-05-19T00:00:00.000Z,"Richardfurt, Moldova",1.0,7.0,Retired,On-site,761578.0,Analyst
